Llave;Rut cliente;Rut deudor;N° doc.;Tipo doc.;Fecha_pago;Fecha_prórroga
15.689.105-3-96.524.340-2-1107-FZ;15.689.105-3;96.524.340-2;1107;FZ;20/01/2025;01/01/1900
76.426.254-9-76.411.321-7-3042-FZ;76.426.254-9;76.411.321-7;3042;FZ;01/01/1900;01/01/1900
76.075.072-7-76.096.988-5-163351-FZ;76.075.072-7;76.096.988-5;163351;FZ;01/01/1900;01/01/1900
76.715.336-8-85.644.700-6-600-FZ;76.715.336-8;85.644.700-6;600;FZ;01/01/1900;01/01/1900
76.583.560-7-76.083.093-3-13727-FZ;76.583.560-7;76.083.093-3;13727;FZ;01/01/1900;01/01/1900
76.760.613-3-79.895.330-3-2222-FZ;76.760.613-3;79.895.330-3;2222;FZ;01/01/1900;01/01/1900
76.622.416-4-96.872.930-6-8011-FZ;76.622.416-4;96.872.930-6;8011;FZ;17/01/2025;01/01/1900
76.065.389-6-96.651.910-K-606-FZ;76.065.389-6;96.651.910-K;606;FZ;01/01/1900;01/01/1900
76.058.534-3-84.687.300-7-18670-FZ;76.058.534-3;84.687.300-7;18670;FZ;31/01/2025;01/01/1900
76.058.534-3-84.687.300-7-18728-FZ;76.058.534-3;84.687.300-7;18728;FZ;31/01/2025;01/01/1900
77.795.790-2-76.411.321-7-3007-FZ;77.795.790-2;76.411.321-7;3007;FZ;01/01/1900;01/01/1900
76.977.796-2-76.626.060-8-7221-FZ;76.977.796-2;76.626.060-8;7221;FZ;17/01/2025;01/01/1900
76.788.870-8-14.282.822-7-32-CH;76.788.870-8;14.282.822-7;32;CH;31/01/2025;01/01/1900
76.583.560-7-84.280.800-6-13731-FZ;76.583.560-7;84.280.800-6;13731;FZ;31/01/2025;01/01/1900
76.583.560-7-84.280.800-6-13732-FZ;76.583.560-7;84.280.800-6;13732;FZ;31/01/2025;01/01/1900
76.058.534-3-76.401.158-9-18998-FZ;76.058.534-3;76.401.158-9;18998;FZ;01/01/1900;01/01/1900
76.075.072-7-77.120.363-9-163579-FZ;76.075.072-7;77.120.363-9;163579;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18696-FZ;76.058.534-3;96.997.500-9;18696;FZ;01/01/1900;01/01/1900
71.614.000-8-96.504.160-5-115748-FS;71.614.000-8;96.504.160-5;115748;FS;01/01/1900;01/01/1900
76.617.888-K-83.382.700-6-6198-FZ;76.617.888-K;83.382.700-6;6198;FZ;31/01/2025;01/01/1900
76.977.796-2-86.811.700-1-7171-FZ;76.977.796-2;86.811.700-1;7171;FZ;01/01/1900;01/01/1900
15.689.105-3-96.524.340-2-1108-FZ;15.689.105-3;96.524.340-2;1108;FZ;20/01/2025;01/01/1900
15.689.105-3-96.524.340-2-1100-FZ;15.689.105-3;96.524.340-2;1100;FZ;20/01/2025;01/01/1900
76.972.531-8-96.863.090-3-40195-FZ;76.972.531-8;96.863.090-3;40195;FZ;01/01/1900;01/01/1900
76.765.604-1-76.296.491-0-369-FZ;76.765.604-1;76.296.491-0;369;FZ;01/01/1900;01/01/1900
76.543.532-3-10.448.932-K-2618129-CH;76.543.532-3;10.448.932-K;2618129;CH;31/01/2025;01/01/1900
76.058.534-3-84.687.300-7-18792-FZ;76.058.534-3;84.687.300-7;18792;FZ;31/01/2025;01/01/1900
76.310.774-4-94.623.000-6-916-FZ;76.310.774-4;94.623.000-6;916;FZ;01/01/1900;01/01/1900
15.689.105-3-96.524.340-2-1103-FZ;15.689.105-3;96.524.340-2;1103;FZ;20/01/2025;01/01/1900
77.524.953-6-96.543.670-7-76-FZ;77.524.953-6;96.543.670-7;76;FZ;01/01/1900;01/01/1900
92.617.000-7-93.402.000-6-72590-FZ;92.617.000-7;93.402.000-6;72590;FZ;01/01/1900;01/01/1900
15.689.105-3-96.524.340-2-1106-FZ;15.689.105-3;96.524.340-2;1106;FZ;20/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18820-FZ;76.058.534-3;96.997.500-9;18820;FZ;01/01/1900;01/01/1900
77.298.640-8-76.525.290-3-1494-FZ;77.298.640-8;76.525.290-3;1494;FZ;01/01/1900;01/01/1900
76.075.072-7-76.026.619-1-164209-FZ;76.075.072-7;76.026.619-1;164209;FZ;01/01/1900;01/01/1900
76.060.618-9-79.684.790-5-8916-FZ;76.060.618-9;79.684.790-5;8916;FZ;01/01/1900;01/01/1900
76.646.846-2-77.608.237-6-4978-FZ;76.646.846-2;77.608.237-6;4978;FZ;01/01/1900;01/01/1900
76.075.072-7-76.462.500-5-164352-FZ;76.075.072-7;76.462.500-5;164352;FZ;01/01/1900;01/01/1900
76.075.072-7-76.675.029-K-165355-FZ;76.075.072-7;76.675.029-K;165355;FZ;01/01/1900;01/01/1900
76.058.534-3-84.687.300-7-18757-FZ;76.058.534-3;84.687.300-7;18757;FZ;31/01/2025;01/01/1900
77.863.593-3-92.121.000-0-150-FZ;77.863.593-3;92.121.000-0;150;FZ;01/01/1900;01/01/1900
77.862.467-2-76.568.750-0-464-FZ;77.862.467-2;76.568.750-0;464;FZ;01/01/1900;01/01/1900
76.058.534-3-99.504.740-3-19144-FZ;76.058.534-3;99.504.740-3;19144;FZ;01/01/1900;01/01/1900
77.119.418-4-76.423.350-6-67227-CH;77.119.418-4;76.423.350-6;67227;CH;31/01/2025;01/01/1900
76.543.532-3-76.046.884-3-12483-CH;76.543.532-3;76.046.884-3;12483;CH;01/01/1900;01/01/1900
76.715.336-8-96.856.980-5-621-FZ;76.715.336-8;96.856.980-5;621;FZ;01/01/1900;01/01/1900
76.989.798-4-76.929.210-1-1879-FZ;76.989.798-4;76.929.210-1;1879;FZ;01/01/1900;01/01/1900
76.543.532-3-77.713.270-9-8958674-CH;76.543.532-3;77.713.270-9;8958674;CH;28/01/2025;01/01/1900
76.058.534-3-76.401.158-9-18269-FZ;76.058.534-3;76.401.158-9;18269;FZ;31/01/2025;01/01/1900
77.893.946-0-96.825.130-9-14-FZ;77.893.946-0;96.825.130-9;14;FZ;01/01/1900;01/01/1900
76.059.349-4-77.342.156-0-297208-FZ;76.059.349-4;77.342.156-0;297208;FZ;01/01/1900;01/01/1900
92.617.000-7-93.402.000-6-72684-FZ;92.617.000-7;93.402.000-6;72684;FZ;01/01/1900;01/01/1900
76.349.532-9-76.972.316-1-7785-FZ;76.349.532-9;76.972.316-1;7785;FZ;01/01/1900;01/01/1900
76.058.534-3-76.401.158-9-18765-FZ;76.058.534-3;76.401.158-9;18765;FZ;31/01/2025;01/01/1900
15.689.105-3-96.524.340-2-1102-FZ;15.689.105-3;96.524.340-2;1102;FZ;20/01/2025;01/01/1900
77.484.957-2-99.520.820-2-68-FZ;77.484.957-2;99.520.820-2;68;FZ;01/01/1900;01/01/1900
77.484.957-2-99.520.820-2-67-FZ;77.484.957-2;99.520.820-2;67;FZ;01/01/1900;01/01/1900
92.617.000-7-93.402.000-6-72718-FZ;92.617.000-7;93.402.000-6;72718;FZ;01/01/1900;01/01/1900
15.689.105-3-96.524.340-2-1099-FZ;15.689.105-3;96.524.340-2;1099;FZ;20/01/2025;01/01/1900
76.875.226-5-76.125.157-0-303-FZ;76.875.226-5;76.125.157-0;303;FZ;01/01/1900;01/01/1900
76.840.121-7-76.982.036-1-856-FZ;76.840.121-7;76.982.036-1;856;FZ;31/01/2025;01/01/1900
76.724.361-8-61.608.502-6-26120-FS;76.724.361-8;61.608.502-6;26120;FS;01/01/1900;01/01/1900
76.788.870-8-16.102.058-3-5375868-CH;76.788.870-8;16.102.058-3;5375868;CH;31/01/2025;01/01/1900
77.988.975-0-77.431.100-9-112-FZ;77.988.975-0;77.431.100-9;112;FZ;01/01/1900;01/01/1900
76.075.072-7-76.332.995-K-164320-FZ;76.075.072-7;76.332.995-K;164320;FZ;17/01/2025;01/01/1900
76.715.336-8-85.644.700-6-598-FZ;76.715.336-8;85.644.700-6;598;FZ;01/01/1900;01/01/1900
76.493.556-K-78.201.750-0-2713-FZ;76.493.556-K;78.201.750-0;2713;FZ;01/01/1900;01/01/1900
76.058.534-3-76.401.158-9-18809-FZ;76.058.534-3;76.401.158-9;18809;FZ;01/01/1900;01/01/1900
76.058.534-3-84.687.300-7-18729-FZ;76.058.534-3;84.687.300-7;18729;FZ;31/01/2025;01/01/1900
76.622.416-4-76.181.367-6-8136-FZ;76.622.416-4;76.181.367-6;8136;FZ;01/01/1900;01/01/1900
76.840.121-7-76.982.036-1-855-FZ;76.840.121-7;76.982.036-1;855;FZ;31/01/2025;01/01/1900
76.122.917-6-76.929.210-1-2527-FZ;76.122.917-6;76.929.210-1;2527;FZ;01/01/1900;01/01/1900
76.058.534-3-91.125.000-4-18849-FZ;76.058.534-3;91.125.000-4;18849;FZ;01/01/1900;01/01/1900
76.058.534-3-91.125.000-4-18828-FZ;76.058.534-3;91.125.000-4;18828;FZ;01/01/1900;01/01/1900
92.617.000-7-93.402.000-6-72686-FZ;92.617.000-7;93.402.000-6;72686;FZ;01/01/1900;01/01/1900
76.583.560-7-76.083.093-3-13734-FZ;76.583.560-7;76.083.093-3;13734;FZ;01/01/1900;01/01/1900
76.075.072-7-76.240.129-0-164205-FZ;76.075.072-7;76.240.129-0;164205;FZ;31/01/2025;01/01/1900
77.298.640-8-76.273.545-8-1601-FZ;77.298.640-8;76.273.545-8;1601;FZ;01/01/1900;01/01/1900
76.058.534-3-76.401.158-9-18341-FZ;76.058.534-3;76.401.158-9;18341;FZ;31/01/2025;01/01/1900
76.036.508-4-76.754.097-3-1068-FZ;76.036.508-4;76.754.097-3;1068;FZ;01/01/1900;01/01/1900
76.058.534-3-77.585.350-6-19275-FZ;76.058.534-3;77.585.350-6;19275;FZ;31/01/2025;01/01/1900
76.058.534-3-91.125.000-4-18731-FZ;76.058.534-3;91.125.000-4;18731;FZ;01/01/1900;01/01/1900
76.972.531-8-9.063.782-7-5050604-CH;76.972.531-8;9.063.782-7;5050604;CH;31/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18681-FZ;76.058.534-3;96.997.500-9;18681;FZ;01/01/1900;01/01/1900
77.510.617-4-84.716.400-K-164-FZ;77.510.617-4;84.716.400-K;164;FZ;17/01/2025;01/01/1900
76.449.032-0-96.786.880-9-672-F2;76.449.032-0;96.786.880-9;672;F2;31/01/2025;01/01/1900
76.840.121-7-76.982.036-1-849-FZ;76.840.121-7;76.982.036-1;849;FZ;31/01/2025;01/01/1900
76.715.336-8-77.643.590-2-633-FZ;76.715.336-8;77.643.590-2;633;FZ;01/01/1900;01/01/1900
71.614.000-8-96.504.160-5-114778-FS;71.614.000-8;96.504.160-5;114778;FS;01/01/1900;01/01/1900
77.012.026-8-77.036.789-1-10980-FZ;77.012.026-8;77.036.789-1;10980;FZ;01/01/1900;01/01/1900
76.007.177-3-77.772.620-K-5879-FZ;76.007.177-3;77.772.620-K;5879;FZ;31/01/2025;01/01/1900
76.058.534-3-84.687.300-7-18758-FZ;76.058.534-3;84.687.300-7;18758;FZ;31/01/2025;01/01/1900
92.617.000-7-93.402.000-6-72619-FZ;92.617.000-7;93.402.000-6;72619;FZ;01/01/1900;01/01/1900
92.617.000-7-93.402.000-6-72645-FZ;92.617.000-7;93.402.000-6;72645;FZ;01/01/1900;01/01/1900
76.993.029-9-76.001.496-6-849-FZ;76.993.029-9;76.001.496-6;849;FZ;01/01/1900;01/01/1900
76.788.870-8-6.079.900-8-944926-CH;76.788.870-8;6.079.900-8;944926;CH;31/01/2025;01/01/1900
76.972.531-8-77.038.620-9-40147-FZ;76.972.531-8;77.038.620-9;40147;FZ;31/01/2025;01/01/1900
76.075.072-7-96.670.840-9-162013-FZ;76.075.072-7;96.670.840-9;162013;FZ;01/01/1900;01/01/1900
76.664.757-K-76.547.091-9-426-FZ;76.664.757-K;76.547.091-9;426;FZ;31/01/2025;01/01/1900
76.458.074-5-76.414.100-8-471-FS;76.458.074-5;76.414.100-8;471;FS;01/01/1900;01/01/1900
76.664.757-K-76.639.079-K-408-FZ;76.664.757-K;76.639.079-K;408;FZ;31/01/2025;01/01/1900
76.405.840-2-76.479.379-K-6770-F2;76.405.840-2;76.479.379-K;6770;F2;01/01/1900;01/01/1900
77.298.856-7-88.173.100-2-599-FZ;77.298.856-7;88.173.100-2;599;FZ;22/01/2025;01/01/1900
76.075.072-7-76.091.213-1-163401-FZ;76.075.072-7;76.091.213-1;163401;FZ;01/01/1900;01/01/1900
77.269.997-2-79.894.400-2-18-F2;77.269.997-2;79.894.400-2;18;F2;31/01/2025;01/01/1900
77.298.640-8-89.853.600-9-1569-FZ;77.298.640-8;89.853.600-9;1569;FZ;01/01/1900;01/01/1900
76.075.072-7-77.012.870-6-164035-FZ;76.075.072-7;77.012.870-6;164035;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18761-FZ;76.058.534-3;96.997.500-9;18761;FZ;01/01/1900;01/01/1900
76.788.870-8-11.437.695-7-3253408-CH;76.788.870-8;11.437.695-7;3253408;CH;31/01/2025;01/01/1900
76.058.534-3-99.504.740-3-19237-FZ;76.058.534-3;99.504.740-3;19237;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18692-FZ;76.058.534-3;96.997.500-9;18692;FZ;01/01/1900;01/01/1900
76.075.072-7-76.332.995-K-165150-FZ;76.075.072-7;76.332.995-K;165150;FZ;17/01/2025;01/01/1900
77.298.856-7-88.173.100-2-585-FZ;77.298.856-7;88.173.100-2;585;FZ;22/01/2025;01/01/1900
76.058.534-3-76.401.158-9-18766-FZ;76.058.534-3;76.401.158-9;18766;FZ;31/01/2025;01/01/1900
77.735.221-0-61.103.021-5-213-FZ;77.735.221-0;61.103.021-5;213;FZ;01/01/1900;01/01/1900
76.989.798-4-76.929.210-1-1880-FZ;76.989.798-4;76.929.210-1;1880;FZ;01/01/1900;01/01/1900
77.298.856-7-88.173.100-2-589-FZ;77.298.856-7;88.173.100-2;589;FZ;22/01/2025;01/01/1900
76.058.534-3-99.504.740-3-19269-FZ;76.058.534-3;99.504.740-3;19269;FZ;01/01/1900;01/01/1900
14.031.247-9-76.175.835-7-1425-FZ;14.031.247-9;76.175.835-7;1425;FZ;01/01/1900;01/01/1900
76.830.212-K-76.429.857-8-406-FZ;76.830.212-K;76.429.857-8;406;FZ;01/01/1900;01/01/1900
76.646.846-2-77.608.237-6-4981-FZ;76.646.846-2;77.608.237-6;4981;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18829-FZ;76.058.534-3;96.997.500-9;18829;FZ;01/01/1900;01/01/1900
77.795.790-2-76.411.321-7-3017-FZ;77.795.790-2;76.411.321-7;3017;FZ;01/01/1900;01/01/1900
76.075.072-7-77.012.870-6-164401-FZ;76.075.072-7;77.012.870-6;164401;FZ;01/01/1900;01/01/1900
76.972.531-8-15.155.385-0-5878-CH;76.972.531-8;15.155.385-0;5878;CH;28/01/2025;01/01/1900
76.058.534-3-84.687.300-7-18773-FZ;76.058.534-3;84.687.300-7;18773;FZ;31/01/2025;01/01/1900
76.738.725-3-84.182.700-7-303-FZ;76.738.725-3;84.182.700-7;303;FZ;01/01/1900;01/01/1900
76.058.534-3-84.687.300-7-18702-FZ;76.058.534-3;84.687.300-7;18702;FZ;31/01/2025;01/01/1900
76.059.349-4-76.598.624-9-297396-FZ;76.059.349-4;76.598.624-9;297396;FZ;01/01/1900;01/01/1900
76.916.400-6-76.411.711-5-14646-FZ;76.916.400-6;76.411.711-5;14646;FZ;01/01/1900;01/01/1900
77.012.026-8-77.036.789-1-11011-FZ;77.012.026-8;77.036.789-1;11011;FZ;01/01/1900;01/01/1900
71.614.000-8-96.936.100-0-115744-FS;71.614.000-8;96.936.100-0;115744;FS;01/01/1900;01/01/1900
76.830.212-K-76.429.857-8-408-FZ;76.830.212-K;76.429.857-8;408;FZ;01/01/1900;01/01/1900
77.922.361-2-76.207.287-4-31-FZ;77.922.361-2;76.207.287-4;31;FZ;01/01/1900;01/01/1900
76.058.534-3-91.125.000-4-18771-FZ;76.058.534-3;91.125.000-4;18771;FZ;01/01/1900;01/01/1900
76.075.072-7-76.312.567-K-164864-FZ;76.075.072-7;76.312.567-K;164864;FZ;31/01/2025;01/01/1900
76.075.072-7-77.012.870-6-164036-FZ;76.075.072-7;77.012.870-6;164036;FZ;01/01/1900;01/01/1900
76.788.870-8-10.729.864-9-7227409-CH;76.788.870-8;10.729.864-9;7227409;CH;31/01/2025;01/01/1900
76.058.534-3-99.504.740-3-19143-FZ;76.058.534-3;99.504.740-3;19143;FZ;01/01/1900;01/01/1900
76.058.534-3-77.585.350-6-19241-FZ;76.058.534-3;77.585.350-6;19241;FZ;31/01/2025;01/01/1900
76.058.534-3-84.687.300-7-18717-FZ;76.058.534-3;84.687.300-7;18717;FZ;31/01/2025;01/01/1900
92.617.000-7-93.402.000-6-72646-FZ;92.617.000-7;93.402.000-6;72646;FZ;01/01/1900;01/01/1900
76.788.870-8-4.661.070-9-6034979-CH;76.788.870-8;4.661.070-9;6034979;CH;31/01/2025;01/01/1900
77.012.026-8-77.036.789-1-10404-FZ;77.012.026-8;77.036.789-1;10404;FZ;01/01/1900;01/01/1900
77.922.361-2-76.207.287-4-29-FZ;77.922.361-2;76.207.287-4;29;FZ;01/01/1900;01/01/1900
76.067.019-7-76.123.758-6-29399-FZ;76.067.019-7;76.123.758-6;29399;FZ;30/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18812-FZ;76.058.534-3;96.997.500-9;18812;FZ;01/01/1900;01/01/1900
77.743.088-2-61.313.000-4-67-FZ;77.743.088-2;61.313.000-4;67;FZ;01/01/1900;01/01/1900
76.058.534-3-84.687.300-7-18701-FZ;76.058.534-3;84.687.300-7;18701;FZ;31/01/2025;01/01/1900
76.058.534-3-76.401.158-9-18324-FZ;76.058.534-3;76.401.158-9;18324;FZ;31/01/2025;01/01/1900
77.075.118-7-76.303.450-K-7155-FZ;77.075.118-7;76.303.450-K;7155;FZ;01/01/1900;01/01/1900
76.978.883-2-76.434.401-4-1163-FZ;76.978.883-2;76.434.401-4;1163;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18682-FZ;76.058.534-3;96.997.500-9;18682;FZ;01/01/1900;01/01/1900
76.059.349-4-78.536.950-5-296429-FZ;76.059.349-4;78.536.950-5;296429;FZ;01/01/1900;01/01/1900
76.248.428-5-96.554.490-9-1372-F2;76.248.428-5;96.554.490-9;1372;F2;31/01/2025;01/01/1900
92.617.000-7-79.963.260-8-72582-FZ;92.617.000-7;79.963.260-8;72582;FZ;01/01/1900;01/01/1900
76.580.205-9-96.513.310-0-4272-FZ;76.580.205-9;96.513.310-0;4272;FZ;31/01/2025;01/01/1900
76.972.531-8-77.038.620-9-40150-FZ;76.972.531-8;77.038.620-9;40150;FZ;31/01/2025;01/01/1900
76.487.452-8-76.178.360-2-34697-FZ;76.487.452-8;76.178.360-2;34697;FZ;01/01/1900;01/01/1900
76.075.072-7-76.332.995-K-164781-FZ;76.075.072-7;76.332.995-K;164781;FZ;17/01/2025;01/01/1900
76.192.225-4-96.723.320-K-652-FZ;76.192.225-4;96.723.320-K;652;FZ;01/01/1900;01/01/1900
76.646.846-2-96.521.440-2-5005-FZ;76.646.846-2;96.521.440-2;5005;FZ;01/01/1900;01/01/1900
77.749.747-2-79.982.490-6-107-FZ;77.749.747-2;79.982.490-6;107;FZ;01/01/1900;01/01/1900
76.058.534-3-76.401.158-9-18442-FZ;76.058.534-3;76.401.158-9;18442;FZ;31/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18837-FZ;76.058.534-3;96.997.500-9;18837;FZ;01/01/1900;01/01/1900
76.058.534-3-99.504.740-3-19244-FZ;76.058.534-3;99.504.740-3;19244;FZ;01/01/1900;01/01/1900
76.135.572-4-76.962.871-1-2079-FZ;76.135.572-4;76.962.871-1;2079;FZ;31/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18814-FZ;76.058.534-3;96.997.500-9;18814;FZ;01/01/1900;01/01/1900
76.716.697-4-59.301.810-5-1826-FZ;76.716.697-4;59.301.810-5;1826;FZ;01/01/1900;01/01/1900
76.977.796-2-79.781.370-2-7202-FZ;76.977.796-2;79.781.370-2;7202;FZ;01/01/1900;01/01/1900
76.058.534-3-91.125.000-4-18467-FZ;76.058.534-3;91.125.000-4;18467;FZ;01/01/1900;01/01/1900
76.938.024-8-76.758.933-6-2449-FZ;76.938.024-8;76.758.933-6;2449;FZ;01/01/1900;01/01/1900
77.988.975-0-77.431.100-9-111-FZ;77.988.975-0;77.431.100-9;111;FZ;01/01/1900;01/01/1900
77.506.805-1-76.749.017-8-43-FZ;77.506.805-1;76.749.017-8;43;FZ;01/01/1900;01/01/1900
76.058.534-3-77.585.350-6-19142-FZ;76.058.534-3;77.585.350-6;19142;FZ;31/01/2025;01/01/1900
77.274.687-3-76.525.290-3-392-FZ;77.274.687-3;76.525.290-3;392;FZ;01/01/1900;01/01/1900
76.972.531-8-26.900.363-4-8771652-CH;76.972.531-8;26.900.363-4;8771652;CH;20/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18843-FZ;76.058.534-3;96.997.500-9;18843;FZ;01/01/1900;01/01/1900
76.972.531-8-12.719.660-5-8692459-CH;76.972.531-8;12.719.660-5;8692459;CH;31/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18691-FZ;76.058.534-3;96.997.500-9;18691;FZ;01/01/1900;01/01/1900
76.075.072-7-76.633.699-K-164947-FZ;76.075.072-7;76.633.699-K;164947;FZ;01/01/1900;01/01/1900
76.059.349-4-77.342.156-0-297537-FZ;76.059.349-4;77.342.156-0;297537;FZ;01/01/1900;01/01/1900
76.075.072-7-77.295.275-9-2284237-CH;76.075.072-7;77.295.275-9;2284237;CH;31/01/2025;01/01/1900
77.545.580-2-76.121.580-9-24737-FZ;77.545.580-2;76.121.580-9;24737;FZ;30/01/2025;01/01/1900
76.664.757-K-77.209.737-9-418-FZ;76.664.757-K;77.209.737-9;418;FZ;01/01/1900;01/01/1900
77.298.640-8-76.023.267-K-1730-FZ;77.298.640-8;76.023.267-K;1730;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18830-FZ;76.058.534-3;96.997.500-9;18830;FZ;01/01/1900;01/01/1900
76.075.072-7-76.057.976-9-164143-FZ;76.075.072-7;76.057.976-9;164143;FZ;01/01/1900;01/01/1900
77.545.580-2-96.576.440-2-24880-FZ;77.545.580-2;96.576.440-2;24880;FZ;30/01/2025;01/01/1900
76.417.948-K-78.627.210-6-4108-FZ;76.417.948-K;78.627.210-6;4108;FZ;01/01/1900;01/01/1900
76.058.534-3-84.687.300-7-18846-FZ;76.058.534-3;84.687.300-7;18846;FZ;31/01/2025;01/01/1900
76.075.072-7-77.655.038-8-164835-FZ;76.075.072-7;77.655.038-8;164835;FZ;01/01/1900;01/01/1900
76.780.652-3-90.703.000-8-4822-FZ;76.780.652-3;90.703.000-8;4822;FZ;31/01/2025;01/01/1900
76.780.652-3-90.703.000-8-4834-FZ;76.780.652-3;90.703.000-8;4834;FZ;31/01/2025;01/01/1900
76.075.072-7-76.443.869-8-164236-FZ;76.075.072-7;76.443.869-8;164236;FZ;01/01/1900;01/01/1900
76.438.369-9-89.853.600-9-1094-FZ;76.438.369-9;89.853.600-9;1094;FZ;01/01/1900;01/01/1900
77.545.580-2-87.049.000-3-24477-FZ;77.545.580-2;87.049.000-3;24477;FZ;01/01/1900;01/01/1900
76.788.870-8-13.678.848-5-4704752-CH;76.788.870-8;13.678.848-5;4704752;CH;31/01/2025;01/01/1900
76.449.032-0-96.786.880-9-671-F2;76.449.032-0;96.786.880-9;671;F2;31/01/2025;01/01/1900
76.788.870-8-13.678.848-5-4704751-CH;76.788.870-8;13.678.848-5;4704751;CH;31/01/2025;01/01/1900
77.298.640-8-89.853.600-9-1545-FZ;77.298.640-8;89.853.600-9;1545;FZ;01/01/1900;01/01/1900
76.157.678-K-76.493.466-0-662-FZ;76.157.678-K;76.493.466-0;662;FZ;01/01/1900;01/01/1900
76.075.072-7-82.475.900-6-165314-FZ;76.075.072-7;82.475.900-6;165314;FZ;01/01/1900;01/01/1900
77.524.953-6-96.543.670-7-74-FZ;77.524.953-6;96.543.670-7;74;FZ;01/01/1900;01/01/1900
76.715.336-8-85.644.700-6-610-FZ;76.715.336-8;85.644.700-6;610;FZ;01/01/1900;01/01/1900
76.646.846-2-76.625.089-0-4982-FZ;76.646.846-2;76.625.089-0;4982;FZ;01/01/1900;01/01/1900
76.780.652-3-90.703.000-8-4868-FZ;76.780.652-3;90.703.000-8;4868;FZ;31/01/2025;01/01/1900
76.058.534-3-99.504.740-3-19312-FZ;76.058.534-3;99.504.740-3;19312;FZ;01/01/1900;01/01/1900
76.075.072-7-76.406.697-9-424-CH;76.075.072-7;76.406.697-9;424;CH;31/01/2025;01/01/1900
76.788.870-8-8.311.126-7-7144690-CH;76.788.870-8;8.311.126-7;7144690;CH;31/01/2025;01/01/1900
76.058.534-3-96.997.500-9-18823-FZ;76.058.534-3;96.997.500-9;18823;FZ;01/01/1900;01/01/1900
77.298.640-8-76.525.290-3-1525-FZ;77.298.640-8;76.525.290-3;1525;FZ;01/01/1900;01/01/1900
76.058.534-3-84.687.300-7-18784-FZ;76.058.534-3;84.687.300-7;18784;FZ;31/01/2025;01/01/1900
77.594.476-5-76.076.630-5-126-FS;77.594.476-5;76.076.630-5;126;FS;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18818-FZ;76.058.534-3;96.997.500-9;18818;FZ;01/01/1900;01/01/1900
99.518.440-0-77.203.110-6-34464-FZ;99.518.440-0;77.203.110-6;34464;FZ;01/01/1900;01/01/1900
77.012.026-8-78.454.690-K-10395-FZ;77.012.026-8;78.454.690-K;10395;FZ;01/01/1900;01/01/1900
76.487.452-8-76.178.360-2-34433-FZ;76.487.452-8;76.178.360-2;34433;FZ;01/01/1900;01/01/1900
76.487.452-8-76.178.360-2-34432-FZ;76.487.452-8;76.178.360-2;34432;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18844-FZ;76.058.534-3;96.997.500-9;18844;FZ;01/01/1900;01/01/1900
76.058.534-3-96.997.500-9-18786-FZ;76.058.534-3;96.997.500-9;18786;FZ;01/01/1900;01/01/1900
76.058.534-3-99.504.740-3-19295-FZ;76.058.534-3;99.504.740-3;19295;FZ;01/01/1900;01/01/1900
76.788.870-8-5.545.458-2-3946496-CH;76.788.870-8;5.545.458-2;3946496;CH;31/01/2025;01/01/1900
76.075.072-7-77.012.870-6-163728-FZ;76.075.072-7;77.012.870-6;163728;FZ;01/01/1900;01/01/1900
76.386.224-0-76.125.157-0-479-FZ;76.386.224-0;76.125.157-0;479;FZ;01/01/1900;01/01/1900
76.075.072-7-76.633.699-K-164441-FZ;76.075.072-7;76.633.699-K;164441;FZ;01/01/1900;01/01/1900
78.435.940-9-76.127.136-9-9476-FZ;78.435.940-9;76.127.136-9;9476;FZ;01/01/1900;01/01/1900
77.922.361-2-76.207.287-4-32-FZ;77.922.361-2;76.207.287-4;32;FZ;01/01/1900;01/01/1900
76.664.757-K-76.788.007-3-423-FZ;76.664.757-K;76.788.007-3;423;FZ;31/01/2025;01/01/1900
76.431.709-2-76.135.448-5-327-FZ;76.431.709-2;76.135.448-5;327;FZ;01/01/1900;01/01/1900
77.524.953-6-96.543.670-7-78-FZ;77.524.953-6;96.543.670-7;78;FZ;01/01/1900;01/01/1900
76.788.870-8-5.769.405-K-133-CH;76.788.870-8;5.769.405-K;133;CH;31/01/2025;01/01/1900
76.058.534-3-84.687.300-7-18722-FZ;76.058.534-3;84.687.300-7;18722;FZ;31/01/2025;01/01/1900
77.298.640-8-89.853.600-9-1633-FZ;77.298.640-8;89.853.600-9;1633;FZ;01/01/1900;01/01/1900
